name,address
Trường Tiểu học Vietkids,"Trường Tiểu học Vietkids, 21 Ng. Giếng, Chợ Dừa, Đống Đa, Hà Nội"
Trường Tiểu Học Hà Nội,"2RQ5+FCW Trường Tiểu Học Hà Nội, Ng. 463 P. Đội Cấn, Vĩnh Phú, Ba Đình, Hà Nội"
Trường tiểu học Đại Yên,"Trường tiểu học Đại Yên, 167 P. Đội Cấn, Đội Cấn, Ba Đình, Hà Nội"
Trường Tiểu học Tam Khương,"Trường Tiểu học Tam Khương, 4 P. Khương Thượng, Khương Thượng, Đống Đa, Hà Nội"
Trường Tiểu Học Dân Lập Nguyễn Khuyến,"Trường Tiểu Học Dân Lập Nguyễn Khuyến, 780 P. Minh Khai, Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
Trường tiểu học Lý Thường Kiệt,"Trường tiểu học Lý Thường Kiệt, 104 P. Nguyễn Khuyến, Văn Miếu, Đống Đa, Hà Nội"
Trường Tiểu học Đồng Tâm,"Trường Tiểu học Đồng Tâm, 26 Ng. 128C P. Đại La, Đồng Tâm, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Phúc Tân,"Trường Tiểu học Phúc Tân, Số 12 P. Phúc Tân, Phúc Tân, Hoàn Kiếm, Hà Nội"
Trường Tiểu học Quỳnh Mai,"2V25+QHJ Trường Tiểu học Quỳnh Mai, P. 8-3, Quỳnh Mai, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Lương Yên,"Trường Tiểu học Lương Yên, Ngõ 63 P. Lương Yên, Bạch Đằng, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Thịnh Quang,"Trường Tiểu học Thịnh Quang, 11 Ng. 122 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội"
Trường Tiểu học Bà Triệu,"Trường Tiểu học Bà Triệu, 6 P. Thái Phiên, Lê Đại Hành, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Ngô Quyền,"2V24+5PM Trường Tiểu học Ngô Quyền, Ng. Quỳnh, Quỳnh Lôi, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Trần Quốc Toản,"Trường Tiểu học Trần Quốc Toản, 33 P. Nhà Chung, Hàng Trống, Hoàn Kiếm, Hà Nội"
Trường Tiểu học Thái Thịnh,"Trường Tiểu học Thái Thịnh, 56 P.Yên Lãng, Thịnh Quang, Đống Đa, Hà Nội 100000"
Trường tiểu học Phương Liên,"Trường tiểu học Phương Liên, 11 P. Xã Đàn, Phương Liên, Đống Đa, Hà Nội 100000"
Trường Tiểu học Bạch Mai,"XVX2+6HV Trường Tiểu học Bạch Mai, P. Hồng Mai, Bạch Mai, Hai Bà Trưng, Hà Nội"
Trường Tiểu Học Ba Đình,"Trường Tiểu Học Ba Đình, 145 Đ. Hoàng Hoa Thám, Ngọc Hồ, Ba Đình, Hà Nội"
Trường Tiểu học Phan Chu Trinh,"Trường Tiểu học Phan Chu Trinh, 40 P. Nguyễn Thái Học, Điện Biên, Ba Đình, Hà Nội"
Trường tiểu học Hoàng Văn Thụ,"Trường tiểu học Hoàng Văn Thụ, 19/160 Đ. Hoàng Mai, Trương Định, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Bế Văn Đàn,"Trường Tiểu học Bế Văn Đàn, 2 Ng. 14 P. Hồ Đắc Di, Nam Đồng, Đống Đa, Hà Nội"
Trường Tiểu học Lê Văn Tám,"Trường Tiểu học Lê Văn Tám, 74 Ng. 40 P. Tạ Quang Bửu, Bách Khoa, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Thành Công B,"Trường Tiểu học Thành Công B, 44 Ng. 12 P. Láng Hạ, Khu tập thể Bắc Thành Công, Ba Đình, Hà Nội"
Trường Tiểu học Hồng Hà,"Trường Tiểu học Hồng Hà, 8 P. Chả Cá, Hàng Bồ, Hoàn Kiếm, Hà Nội"
Trường Tiểu học Vĩnh Tuy,"Trường Tiểu học Vĩnh Tuy, 107 P. Dương Văn Bé, Vĩnh Phú, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Thanh Lương,"2V56+3MH Trường Tiểu học Thanh Lương, Ng. 184 Đê Trần Khát Chân, Thanh Lương, Hai Bà Trưng, Hà Nội"
Trường Tiểu Học Cơ Sở La Thành,"Trường Tiểu Học Cơ Sở La Thành, 28 Ngh. 79 Ng. Thổ Quan, Thổ Quan, Đống Đa, Hà Nội"
Trường Tiểu học Nam Thành Công,"Trường Tiểu học Nam Thành Công, 75 P. Nguyên Hồng, Láng Hạ, Đống Đa, Hà Nội"
Trường Tiểu học Trưng Vương,"Trường Tiểu học Trưng Vương, 25 P. Lý Thái Tổ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội"
Trường Tiểu học Quang Trung,"Trường Tiểu học Quang Trung, 39 P. Quang Trung, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội"
Trường Tiểu Học Vạn Phúc,"Trường Tiểu Học Vạn Phúc, 202 P. Đội Cấn, Đội Cấn, Ba Đình, Hà Nội"
Trường Tiểu học Khương Thượng,"Trường Tiểu học Khương Thượng, Số 8 P. Tôn Thất Tùng, Kim Liên, Đống Đa, Hà Nội"
Trường Tiểu học Thành Công A,"Trường Tiểu học Thành Công A, Ngõ 9 P. Nguyên Hồng, Thành Công, Ba Đình, Hà Nội"
Trường Tiểu học Lê Ngọc Hân,"Trường Tiểu học Lê Ngọc Hân, 41 P. Lò Đúc, Phạm Đình Hổ, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Times School,"Trường Tiểu học Times School, Ng. 622 P. Minh Khai, Vĩnh Phú, Hai Bà Trưng, Hà Nội"
Trường Tiểu Học Nguyễn Trung Trực,"Trường Tiểu Học Nguyễn Trung Trực, 9A P. Phạm Hồng Thái, Nguyễn Trung Trực, Ba Đình, Hà Nội"
Trường Tiểu học Bán công Tràng An,"Trường Tiểu học Bán công Tràng An, 29 P. Nhà Chung, Hàng Trống, Hoàn Kiếm, Hà Nội"
Trường Tiểu học Nghĩa Dũng,"Trường Tiểu học Nghĩa Dũng, 55 P. Nghĩa Dũng, Phúc xá, Ba Đình, Hà Nội 100000"
Trường Tiểu học Chu Văn An,"Trường Tiểu học Chu Văn An, 260 Đ. Thụy Khuê, Thuỵ Khuê, Tây Hồ, Hà Nội"
Trường Tiểu học Nguyễn Du,"Trường Tiểu học Nguyễn Du, 11-13 P. Hàng Tre, Lý Thái Tổ, Hoàn Kiếm, Hà Nội"
Trường Tiểu Học Trần Nhật Duật,"Trường Tiểu Học Trần Nhật Duật, 2 P. Chợ Gạo, Hàng Buồm, Hoàn Kiếm, Hà Nội"
Trường Tiểu Học Thịnh Hào,"Trường Tiểu Học Thịnh Hào, 9 P. Ô Chợ Dừa, Chợ Dừa, Đống Đa, Hà Nội"
Trường Tiểu học Trung Hoà,"2Q7X+VP9 Trường Tiểu học Trung Hoà, Trung Yên 7, Trung Hoà, Cầu Giấy, Hà Nội"
Trường Tiểu học Nguyễn Tri Phương,"Trường Tiểu học Nguyễn Tri Phương, 190 P. Quán Thánh, Quán Thánh, Ba Đình, Hà Nội"
Trường Tiểu Học Quan Hoa,"Trường Tiểu Học Quan Hoa, 477 Đ. Nguyễn Khang, Yên Hoà, Cầu Giấy, Hà Nội"
Trường Tiểu học Quang Trung,"Trường Tiểu học Quang Trung, 6 P. Đặng Tiến Đông, Trung Liệt, Đống Đa, Hà Nội"
Trường Tiểu học Quốc tế Alaska,"Trường Tiểu học Quốc tế Alaska, Lô NT1, Khu đô thị, Cầu Giấy, Hà Nội"
Trường Tiểu Học Nguyễn Bá Ngọc,"Trường Tiểu Học Nguyễn Bá Ngọc, 2 Ng. Hàng Chỉ, Hàng Gai, Hoàn Kiếm, Hà Nội"
Trường Tiểu học Lý Thái Tổ,"Trường Tiểu học Lý Thái Tổ, P. Nguyễn Thị Định, Trung Hoà, Cầu Giấy, Hà Nội"
Trường Tiểu học Việt Nam - Cu Ba,"Trường Tiểu học Việt Nam - Cu Ba, 115 P. Nguyễn Trường Tộ, Quán Thánh, Ba Đình, Hà Nội"
Trường Tiểu học Kim Đồng,"Trường Tiểu học Kim Đồng, 1 P. Trần Huy Liệu, Giảng Võ, Ba Đình, Hà Nội"
Trường Tiểu học Tô Vĩnh Diện,"Trường Tiểu học Tô Vĩnh Diện, 1 P. Tôn Đức Thắng, Hàng Bột, Đống Đa, Hà Nội"
Trường tiểu học Điện Biên,"Trường tiểu học Điện Biên, SHàng Bông, 44 P. Quán Sứ, Hàng Bông, Hoàn Kiếm, Hà Nội"
Trường Tiểu Học Hoàng Hoa Thám,"Trường Tiểu Học Hoàng Hoa Thám, 2 P. Vĩnh Phúc, Vĩnh Phú, Ba Đình, Hà Nội"
Trường Tiểu học Nguyễn Bá Ngọc,"Trường Tiểu học Nguyễn Bá Ngọc, 46 P. Liễu Giai, Cống Vị, Ba Đình, Hà Nội"
Trường Tiểu học Yên Hòa,"2QCV+6RP Trường Tiểu học Yên Hòa, 2 P. Hạ Yên Quyết, Yên Hoà, Cầu Giấy, Hà Nội"
Trường Tiểu học tư thục M.E,"Trường Tiểu học tư thục M.E, Số 32 Ng. 20 Đ. Trương Định, Trương Định, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Mai Động,"Trường Tiểu học Mai Động, 11 P. Mai Động, Mai Động, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Thủ Lệ,"Trường Tiểu học Thủ Lệ, 3 Ngõ 9 P. Đào Tấn, Ngọc Khánh, Ba Đình, Hà Nội"
Trường tiểu học Tô Hiến Thành,"Trường tiểu học Tô Hiến Thành, 487 P. Kim Ngưu, Vĩnh Tuy, Hai Bà Trưng, Hà Nội"
Trường Tiểu Học Công Nghệ Giáo Dục Hà Nội,"Trường Tiểu Học Công Nghệ Giáo Dục Hà Nội, 229 P. Vọng, Đồng Tâm, Hai Bà Trưng, Hà Nội"
Trường Tiểu Học An Hòa,"Trường Tiểu Học An Hòa, 32 Ng. 381 Nguyễn Khang, Yên Hoà, Cầu Giấy, Hà Nội"
Trường Tiểu học Đoàn Kết,"Trường Tiểu học Đoàn Kết, Phố P. Chùa Vua, Phố Huế, Hai Bà Trưng, Hà Nội"
Tiểu Học Thịnh Hào,"2R9G+QX7 Tiểu Học Thịnh Hào, P. Đông Các, Chợ Dừa, Đống Đa, Hà Nội"
Trường Tiểu học Trung Hiền,"Trường Tiểu học Trung Hiền, 10 Ng. Trại Cá, Trương Định, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Nila Hà Nội,"Trường Tiểu học Nila Hà Nội, 200 P. Yên Phụ, Quảng An, Tây Hồ, Hà Nội"
Trường Tiểu học An Dương,"Trường Tiểu học An Dương, Ngõ 189 P. An Dương, Yên Phụ, Tây Hồ, Hà Nội"
Trường Tiểu học Nghĩa Đô,"Trường Tiểu học Nghĩa Đô, Ngõ 100 Hoàng Quốc Việt, Cổ Nhuế, Cầu Giấy, Hà Nội"
Trường Tiểu học Đền Lừ,"XVP5+7XR Trường Tiểu học Đền Lừ, Hoàng Văn Thụ, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Vinschool,"Trường Tiểu học Vinschool, 458 P. Minh Khai, Mai Động, Hoàng Mai, Hà Nội"
Trường tiểu học Thanh Xuân Trung,"Trường tiểu học Thanh Xuân Trung, 100 P.Ngụy Như Kon Tum, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
Trường Tiểu Học Archimedes Academy,"Trường Tiểu Học Archimedes Academy, P. Trương Công Giai, Dịch Vọng, Cầu Giấy, Hà Nội"
Trường Tiểu Học Chu Văn An A,"Trường Tiểu Học Chu Văn An A, 130 Đ. Thụy Khuê, Thuỵ Khuê, Ba Đình, Hà Nội"
Trường Tiểu Học Dịch Vọng B,"Trường Tiểu Học Dịch Vọng B, 1 Đ. Nguyễn Khánh Toàn, Dịch Vọng, Cầu Giấy, Hà Nội"
Trường Tiểu học Nguyễn Trãi,"Trường Tiểu học Nguyễn Trãi, 162/04 P.Khương Trung, Khương Trung, Thanh Xuân, Hà Nội"
"Trường Tiểu học, THCS & THPT Nguyễn Siêu","Trường Tiểu học, THCS & THPT Nguyễn Siêu, P. Mạc Thái Tổ, Yên Hoà, Cầu Giấy, Hà Nội"
Trường Tiểu học Song ngữ Brendon,"Trường Tiểu học Song ngữ Brendon, Lô T2, Ng. 54 Lê Văn Lương, Trung Hòa Nhân Chính, Thanh Xuân, Hà Nội"
Trường Tiểu Học Phan Đình Giót,"2R34+5H4 Trường Tiểu Học Phan Đình Giót, P.Ngụy Như Kon Tum, Nhân Chính, Thanh Xuân, Hà Nội"
Trường Tiểu học Hạ Đình,"XRQ6+28R Trường Tiểu học Hạ Đình, Ng. 460 Đ. Khương Đình, Hạ Đình, Thanh Xuân, Hà Nội"
Trường Tiểu học Nguyễn Tuân,"Trường Tiểu học Nguyễn Tuân, 90 Đ. Nguyễn Tuân, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
Trường Tiểu học Dịch Vọng A,"Trường Tiểu học Dịch Vọng A, 11 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
-Trường Tiểu Học Thịnh Quang-,"-Trường Tiểu Học Thịnh Quang-, 122 Ng. 11 P. Lương Định Của, Kim Liên, Đống Đa, Hà Nội"
Trường Tiểu học Jean Piaget,"Trường Tiểu học Jean Piaget, Lô A4, NT1, Khu đô thị Nam Trung Yên, Cầu Giấy, Hà Nội"
Trường Tiểu học và THCS FPT,"Trường Tiểu học và THCS FPT, 15 P. Đông Quan, Quan Hoa, Cầu Giấy, Hà Nội"
Trường tiểu học Lĩnh Nam,"Trường tiểu học Lĩnh Nam, 224 P. Nam Dư, Lĩnh Nam, Hoàng Mai, Hà Nội"
Trường Tiểu học Mai Dịch,"Trường Tiểu học Mai Dịch, 18 P. Trần Bình, Mai Dịch, Cầu Giấy, Hà Nội"
Trường Tiểu Học Xuân La,"Trường Tiểu Học Xuân La, 34 Đ. Xuân La, Xuân La, Tây Hồ, Hà Nội"
Trường Tiểu học Mai động,"Trường Tiểu học Mai động, số 1 Đ. Lĩnh Nam, Mai Động, Hoàng Mai, Hà Nội"
Trường Tiểu Học Giáp Bát,"Trường Tiểu Học Giáp Bát, 120 Đ. Giáp Bát, Giáp Bát, Hoàng Mai, Hà Nội"
Trường tiểu Học Vĩnh Hưng,"Trường tiểu Học Vĩnh Hưng, 27 P. Đông Thiên, Vĩnh Hưng, Hai Bà Trưng, Hà Nội"
Trường Tiểu học Đại Kim,"XRHC+8WW Trường Tiểu học Đại Kim, Đ. Kim Giang, Đại Kim, Hoàng Mai, Hà Nội"
Trường Tiểu học - THCS Sputnik,"Trường Tiểu học - THCS Sputnik, 125 P. Hạ Đình, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
Trường Tiểu học Định Công,"Trường Tiểu học Định Công, 122 Định Công Hạ, Định Công, Hoàng Mai, Hà Nội"
Trường Tiểu học Đặng Trần Côn,"XQRX+WCM Trường Tiểu học Đặng Trần Côn, Nguyễn Quý Đức, Thanh Xuân Bắc, Thanh Xuân, Hà Nội"
Trường Tiểu Học Nguyễn Khả Trạc,"Trường Tiểu Học Nguyễn Khả Trạc, Ngõ 26 P. Doãn Kế Thiện, Mai Dịch, Cầu Giấy, Hà Nội"
Trường Tiểu học Long Biên,"2VFQ+PXW Trường Tiểu học Long Biên, Đ. Bát Khối, Long Biên, Hà Nội"
Trường tiểu học Đại Từ,"XRFJ+4RW Trường tiểu học Đại Từ, Tổ 10, Hoàng Mai, Hà Nội"
Trường Tiểu Học Tứ Liên,"Trường Tiểu Học Tứ Liên, Ngõ 124 Đ. Âu Cơ, Tứ Liên, Tây Hồ, Hà Nội"
Trường Tiểu học Tân Định,"Trường Tiểu học Tân Định, 35 P. Nguyễn An Ninh, Tương Mai, Hoàng Mai, Hà Nội"
Trường Tiểu học Trung Yên,"Trường Tiểu học Trung Yên, 6 P. Nguyễn Chánh, Trung Hoà, Cầu Giấy, Hà Nội"
Trường tiểu học Lê Quý Đôn,"Trường tiểu học Lê Quý Đôn, 50 P. Lưu Hữu Phước, Mỹ Đình, Từ Liêm, Hà Nội"
Trường THCS Thanh Quan,"Trường THCS Thanh Quan, 29 Hàng Cót, Hàng Mã, Hoàn Kiếm, Hà Nội"
Trường THCS Trung Phụng,"Trường THCS Trung Phụng, 30 Ng. 218 Ng. Chợ Khâm Thiên, Trung Phụng, Đống Đa, Hà Nội"
Trường THCS Nguyễn Trường Tộ,"Trường THCS Nguyễn Trường Tộ, 20 Ng. 5 P. Láng Hạ, Chợ Dừa, Đống Đa, Hà Nội"
Trường THCS Hoàn Kiếm,"Trường THCS Hoàn Kiếm, 2 P. Nhà Thờ, Hàng Trống, Hoàn Kiếm, Hà Nội"
Trường THCS Vân Hồ,"Trường THCS Vân Hồ, 193 P. Bà Triệu, Lê Đại Hành, Hai Bà Trưng, Hà Nội"
Trường THCS Hai Bà Trưng - Hà Nội,"Trường THCS Hai Bà Trưng - Hà Nội, 94B Đ. Đê Trần Khát Chân, Thanh Lương, Hai Bà Trưng, Hà Nội"
Trường THCS Chương Dương,"Trường THCS Chương Dương, 105 P. Vọng Hà, Chương Dương Độ, Hoàn Kiếm, Hà Nội"
Trường THCS Huy Văn,"Trường THCS Huy Văn, 191, Văn Chương, Đống Đa, Hà Nội"
Trường THCS Trung Hòa,"Trường THCS Trung Hòa, Trung Kính, Số 3 ngõ 22, Trung Hoà, Cầu Giấy, Hà Nội"
Trường THCS Đống Đa,"Trường THCS Đống Đa, 28 P. Lương Định Của, Phương Đình, Đống Đa, Hà Nội 100000"
Trường THCS Nguyễn Du,"Trường THCS Nguyễn Du, 44-46 P. Hàng Quạt, Hàng Gai, Hoàn Kiếm, Hà Nội"
Trường THCS Nhân Chính,"Trường THCS Nhân Chính, 17 Ngõ 134 Quan Nhân, Nhân Chính, Thanh Xuân, Hà Nội"
Trường THCS Minh Khai,"Trường THCS Minh Khai, Ngõ 84 P. Kim Ngưu, Thanh Nhàn, Hai Bà Trưng, Hà Nội"
Trường THCs Trưng Nhị,"Trường THCs Trưng Nhị, 30 P. Hương Viên, Đồng Nhân, Hai Bà Trưng, Hà Nội"
Trường THCS Lương Yên,"Trường THCS Lương Yên, Ngõ 63 P. Lương Yên, Bạch Đằng, Hai Bà Trưng, Hà Nội"
Trường THCS Thăng Long,"Trường THCS Thăng Long, 46A P. Nguyễn Văn Ngọc, Cống Vị, Ba Đình, Hà Nội"
Trường THCS Ba Đình,"Trường THCS Ba Đình, 145 Đ. Hoàng Hoa Thám, Ngọc Hồ, Ba Đình, Hà Nội"
Trường THCS Cát Linh,"Trường THCS Cát Linh, 31 P. Cát Linh, Cát Linh, Đống Đa, Hà Nội"
Trường THCS Thành Công,"Trường THCS Thành Công, Khu C10, Khu tập thể Bắc Thành Công, Ba Đình, Hà Nội"
Trường THCS Giảng Võ,"Trường THCS Giảng Võ, 1 P. Trần Huy Liệu, Giảng Võ, Ba Đình, Hà Nội"
Trường THCS Trưng Vương,"Trường THCS Trưng Vương, 26 P. Hàng Bài, Hàng Bài, Hoàn Kiếm, Hà Nội"
Trường THCS Lê Lợi,"Trường THCS Lê Lợi, 33 P. Nguyễn Thiếp, Đồng Xuân, Hoàn Kiếm, Hà Nội"
Trường THCS Phan Chu Trinh,"Trường THCS Phan Chu Trinh, 3 P. Nguyễn Công Hoan, Ngọc Khánh, Ba Đình, Hà Nội"
Trường THCS Láng Hạ,"Trường THCS Láng Hạ, 538 Đ. Láng, Láng Hạ, Đống Đa, Hà Nội"
Trường THCS Tô Hoàng,"Trường THCS Tô Hoàng, 27 Đại Cồ Việt, Cầu Dền, Hai Bà Trưng, Hà Nội"
Trường THCS Cầu Giấy,"Trường THCS Cầu Giấy, Ngõ 33 P. Mạc Thái Tổ, Yên Hoà, Cầu Giấy, Hà Nội"
Trường THCS Phúc Xá,"Trường THCS Phúc Xá, 2 P. An Xá, Phúc xá, Ba Đình, Hà Nội"
Trường THCS Hoàng Văn Thụ,"XVR3+85Q Trường THCS Hoàng Văn Thụ, Hoàng Văn Thụ, Hoàng Mai, Hà Nội"
Trường THCS Vĩnh Tuy,"XVXF+9HJ Trường THCS Vĩnh Tuy, P. Dương Văn Bé, Vĩnh Phú, Hai Bà Trưng, Hà Nội"
Trường Trung Học Cơ Sở Thịnh Quang,"Trường Trung Học Cơ Sở Thịnh Quang, 122 Đ. Láng, Thịnh Quang, Đống Đa, Hà Nội"
Trường THCS Tô Vĩnh Diện,"Trường THCS Tô Vĩnh Diện, 79 Ng. Cẩm Văn, Street, Đống Đa, Hà Nội"
Trường THCS Quỳnh Mai,"Trường THCS Quỳnh Mai, C2-C6 P. Quỳnh Lôi, Quỳnh Mai, Hai Bà Trưng, Hà Nội"
Trường THCS Ngô Sĩ Liên,"Trường THCS Ngô Sĩ Liên, 27 P.Hàm Long, Hàng Bài, Hoàn Kiếm, Hà Nội"
Trường THCS Khương Thượng,"Trường THCS Khương Thượng, 10 P. Tôn Thất Tùng, Khương Thượng, Đống Đa, Hà Nội"
Trường THCS Bế Văn Đàn,"2R7H+HM2 Trường THCS Bế Văn Đàn, Nam Đồng, Đống Đa, Hà Nội"
Trường THCS Nguyễn Phong Sắc,"Trường THCS Nguyễn Phong Sắc, Ngõ 44 P. Đại La, Trương Định, Hai Bà Trưng, Hà Nội"
Trường THCS Phương Mai,"Trường THCS Phương Mai, 18 Giải Phóng, Phương Mai, Đống Đa, Hà Nội"
Trường THCS Nguyễn Công Trứ,"Trường THCS Nguyễn Công Trứ, 8 P. Nguyễn Trường Tộ, Nguyễn Trung Trực, Ba Đình, Hà Nội"
Trường THCS Dịch Vọng,"Trường THCS Dịch Vọng, 86 P. Chùa Hà, Quan Hoa, Cầu Giấy, Hà Nội"
Trường THCS Ngô Quyền,"Trường THCS Ngô Quyền, Ng. Quỳnh, Quỳnh Lôi, Hai Bà Trưng, Hà Nội"
Trường THCS Láng Thượng,"Trường THCS Láng Thượng, 159 P. Chùa Láng, Láng Thượng, Đống Đa, Hà Nội"
Trường THCS Phan Đình Giót,"Trường THCS Phan Đình Giót, 3 P. Nhân Hòa, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
Trường THCS Chu Văn An,"Trường THCS Chu Văn An, 17 Đ. Thụy Khuê, Thuỵ Khuê, Tây Hồ, Hà Nội 100000"
Trường THCS Thống Nhất,"Trường THCS Thống Nhất, 42 Ng. 210 P. Đội Cấn, Đội Cấn, Ba Đình, Hà Nội"
Trường THCS Nguyễn Tri Phương,"Trường THCS Nguyễn Tri Phương, 67 Cửa Bắc, Quán Thánh, Ba Đình, Hà Nội"
Trường THCS Ngô Gia Tự - Hai Bà Trưng,"Trường THCS Ngô Gia Tự - Hai Bà Trưng, 16 Ng. 300, Bạch Mai, Hai Bà Trưng, Hà Nội"
THCS TÂY SƠN,"THCS TÂY SƠN, 52A P. Trần Nhân Tông, Nguyễn Du, Hai Bà Trưng, Hà Nội"
Trường THCS Thanh Xuân Trung,"XRW5+W2J Trường THCS Thanh Xuân Trung, Ng. 90 Nguyễn Tuân, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
Trường THCS Hà Huy Tập,"XVX4+9QP Trường THCS Hà Huy Tập, P. Hồng Mai, Quỳnh Lôi, Hai Bà Trưng, Hà Nội"
Trường THCS Yên Hòa,"Trường THCS Yên Hòa, 226 P. Trung Kính, Yên Hoà, Cầu Giấy, Hà Nội"
Trường Trung Học Cơ Sở Mạc Đĩnh Chi,"Trường Trung Học Cơ Sở Mạc Đĩnh Chi, 66 Phó Đức Chính, Trúc Bạch, Ba Đình, Hà Nội 100000"
Trường THCS Thái Thịnh (Thai Thinh Middle School),"Trường THCS Thái Thịnh (Thai Thinh Middle School), 131A P. Thái Thịnh, Thịnh Quang, Đống Đa, Hà Nội"
Trường THCS Dịch Vọng Hậu,"2QMM+G5X Trường THCS Dịch Vọng Hậu, P. Dịch Vọng Hậu, Dịch Vọng Hậu, Cầu Giấy, Hà Nội"
Trường THCS Thanh Xuân,"Trường THCS Thanh Xuân, 203 Nguyễn Huy Tưởng, Thanh Xuân Trung, Thanh Xuân, Hà Nội"
Trường Trung học Cơ sở FPT Cầu Giấy,"Trường Trung học Cơ sở FPT Cầu Giấy, 1 Ng. 1 - Đông Quan, Quan Hoa, Cầu Giấy, Hà Nội 100000"
Trường THCS Đông Thái,"Trường THCS Đông Thái, 149 P. Trích Sài, Bưởi, Tây Hồ, Hà Nội"
Trường THCS Khương Đình,"Trường THCS Khương Đình, 16 P. Khương Hạ, Khương Đình, Thanh Xuân, Hà Nội"
Trường THCS Lê Quý Đôn,"Trường THCS Lê Quý Đôn, 58 Đ. Nguyễn Văn Huyên, Nghĩa Đô, Cầu Giấy, Hà Nội"
Trường Hồng Hà - Nguyễn Khuyến,"Trường Hồng Hà - Nguyễn Khuyến, 67 P. Lê Văn Hưu, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội"
Trường THCS Archimedes Academy,"2R82+Q5M Trường THCS Archimedes Academy, Đ Trung Yên 10A, Trung Hoà, Cầu Giấy, Hà Nội"
Trường THCS Trương Công Giai,"Trường THCS Trương Công Giai, 76 P. Trương Công Giai, Dịch Vọng, Cầu Giấy, Hà Nội"
Trường THCS Vĩnh Hưng,"Trường THCS Vĩnh Hưng, 126 P. Đông Thiên, Vĩnh Hưng, Hoàng Mai, Hà Nội"
Trường THCS Nguyễn Trãi,"Trường THCS Nguyễn Trãi, 126 P.Khương Trung, Khương Trung, Thanh Xuân, Hà Nội"
Trường THCS Nam Trung Yên,"Trường THCS Nam Trung Yên, 11 P. Nguyễn Quốc Trị, Khu đô thị Nam Trung Yên, Nam Từ Liêm, Hà Nội"
Trường THCS Phương Liệt,"Trường THCS Phương Liệt, Alley 377 Giải Phóng, Phương Liệt, Thanh Xuân, Hà Nội"
Trường THCS Trần Duy Hưng,"Trường THCS Trần Duy Hưng, 5 P. Nguyễn Xuân Linh, Trung Hòa Nhân Chính, Cầu Giấy, Hà Nội"
Trường THCS Long Biên,"Trường THCS Long Biên, 16/163/3 P. Tư Đình, Long Biên, Hà Nội"
Trường Tiểu học và THCS FPT,"Trường Tiểu học và THCS FPT, 15 P. Đông Quan, Quan Hoa, Cầu Giấy, Hà Nội"
Trường THCS Hoàng Hoa Thám,"2RV5+2MC Trường THCS Hoàng Hoa Thám, Ng. 64 - Vĩnh Phúc, Vĩnh Phú, Ba Đình, Hà Nội"
Trường THCS Nghĩa Tân,"Trường THCS Nghĩa Tân, 14 P. Tô Hiệu, Dịch Vọng, Cầu Giấy, Hà Nội"
Trường Liên cấp TH & THCS Ngôi Sao Hà Nội,"Trường Liên cấp TH & THCS Ngôi Sao Hà Nội, Lô T1, KĐT, Trung Hòa Nhân Chính, Thanh Xuân, Hà Nội 11400"
Trường Trung Học Cơ Sở Kim Giang,"XRM6+5W6 Trường Trung Học Cơ Sở Kim Giang, P. Hoàng Đạo Thành, Kim Giang, Thanh Xuân, Hà Nội"
Trường THCS Thanh Trì,"Trường THCS Thanh Trì, Ngõ79 P. Thanh Đàm, Thanh Trì, Hoàng Mai, Hà Nội"
Trường THCS Ái Mộ,"Trường THCS Ái Mộ, 34 Ngõ 298 Ngọc Lâm, Ngọc Lâm, Long Biên, Hà Nội"
Trường THPT chuyên Hà Nội - Amsterdam,"Trường THPT chuyên Hà Nội - Amsterdam, 1 Đ. Hoàng Minh Giám, Trung Hoà, Cầu Giấy, Hà Nội"
Trường Thcs Mai Dịch,"Trường Thcs Mai Dịch, 2 P. Dương Khuê, Mai Dịch, Cầu Giấy, Hà Nội"
Trường THCS Ngọc Lâm,"Trường THCS Ngọc Lâm, Số 6 Ngõ 370 Nguyễn Văn Cừ, Ngọc Lâm, Long Biên, Hà Nội"
